Battle of Bhupalgarh,1679.0,NaN,NaN,Maratha Empire,Mughal Empire
Battle of the Yellow Sea,1904.0,38°24′00″N,121°42′00″E,Empire of Japan,Russian Empire
Battle of Novi (1799),1799.0,44°45′42″N,8°47′26″E,Russian Empire,French Republic
Battle of Chavez Ravine,,NaN,NaN,,
Battle of Cassano (1799),26.0,45°32′00″N,9°31′00″E,Russian Empire,French Republic
Battle of Sagrajas,1086.0,NaN,NaN,Kingdom of León,Almoravids
Battle of Cook's Mills,1814.0,NaN,NaN,Upper Canada,United States
Battle of Casal Novo,1811.0,40°12′N,8°25′W,France,United Kingdom
Battle of Duc Lap,1968.0,NaN,NaN,South Vietnam,North Vietnam
Battle of Ramnagar,1848.0,32°19′N,73°50′E,Sikh Empire,East India Company
Battle of the Brazos,1848.0,NaN,NaN,1899,
Battle of Landriano,1529.0,NaN,NaN,Kingdom of France,
Battle of Doliana,1821.0,37°23′16″N,22°29′55″E,Greek nationalism,Ottoman Empire
The Battle of Midway,,NaN,NaN,Henry Fonda,
Battle of the Blue,1821.0,NaN,NaN,1889,
Battle of Churubusco,1847.0,NaN,NaN,United States,Mexico
Battle of Cape St. Vincent (1780),1780.0,36°49′5″N,8°33′49″W,Great Britain,Spain
Battle of Almonacid,1809.0,39°44′N,3°52′W,Duchy of Warsaw,Spain
Battle of Trnava (1430),1430.0,NaN,NaN,Kingdom of Hungary,Hussite
Battle of Lenadoon,1972.0,54°34′30.72″N,6°0′45.70″W,British Army,Provisional IRA
Battle of Issy,1815.0,48°49′26″N,2°16′12″E,Prussia,France
Battle of Tassafaronga,1942.0,NaN,NaN,Japan,United States
Battle of Kircholm,27.0,NaN,NaN,Polish-Lithuanian Commonwealth,Kingdom of Sweden
Battle of Cape Finisterre (1805),1805.0,42°53′39″N,9°16′16″W,United Kingdom,France
Battles of Batočina and Jagodina,,NaN,NaN,Pakrac clash,Dahijas
Battle of Lumë,1912.0,42°04′14.37″N,20°26′46.75″E,,Kingdom of Serbia
Battle of Wörgl,1809.0,47°29′N,12°4′E,Austrian Empire,First French Empire
Battle of the Planets,1809.0,NaN,NaN,Casey Kasem,
Battle of Binh Gia,1965.0,10°39′N,107°17′E,South Vietnam,Viet Cong
Battle of Okhtyrka,2022.0,50°11′30″N,34°57′00″E,Russia,Ukraine
Battle of Buffington Island,1863.0,39°0′9″N,81°46′30″W,Pomeroy,CSA (Confederacy)
Battle of Tamames,1809.0,40°40′N,6°06′W,Castellón,Spain
Battle of Fort Blakeley,1865.0,30°44′32.67″N,87°55′37.34″W,United States,CSA (Confederacy)
Battle of Salher,1672.0,20°58′26″N,73°49′32″E,Bhonsle of Nagpur,Mughal Empire
Battle of Cedar Creek,1864.0,39°01′15″N,78°18′14″W,United States,Confederate States
Battle of Evesham,1265.0,52°06′29″N,01°56′46″W,,Kingdom of Gwynedd
Battle of the Planets,1265.0,NaN,NaN,Casey Kasem,
"Battle of Rzhev, summer 1942",1942.0,NaN,NaN,20th Army,Soviet Union
Battle of Dyrrhachium (48 BC),-48.0,41°19′00″N,19°27′00″E,,
Battle of Lechfeld,955.0,NaN,NaN,Kingdom of Germany,Principality of Hungary
Battle of Carentan,1944.0,49°18′18″N,1°14′58″W,United States,Germany
Second Battle of Quảng Trị,1972.0,16°44′N,106°58′E,North Vietnam,South Vietnam
Battle of Carpi (1815),1815.0,44°47′04″N,10°52′46″E,Castellón,Kingdom of Naples
Battle of Assandun,1016.0,NaN,NaN,Treaty of Wedmore,Kingdom of Denmark
Second Battle of Fort Fisher,1865.0,33°58′17″N,77°55′05″W,United States,Confederate States
Battle of the Network Stars,,NaN,NaN,Erik Estrada,Leigh-Allyn Baker
Battle of Kamatero,1827.0,NaN,NaN,Greek nationalism,Ottoman Empire
Second Battle of Gaza,1917.0,NaN,NaN,France,Ottoman Empire
Battle of Nagashino,1575.0,NaN,NaN,Oda clan,Takeda clan
Battle of Pachgaon,1775.0,NaN,NaN,Bhonsle of Nagpur,
Battle of Los Yébenes,1809.0,39°34′N,3°53′W,Duchy of Warsaw,Spain
Battle of Ocaña,1809.0,39°57′N,3°30′W,French Empire,Spain
Battle of Medellín,1809.0,38°58′00″N,5°57′00″W,Castellón,Spain
Battle of Derna (1805),1805.0,NaN,NaN,United States,Tripolitania
Battle of Chippawa,1814.0,43°03′08″N,79°01′29″W,United Kingdom,United States
Battle of Krusi,1796.0,NaN,NaN,Petar I Petrović Njegoš,Kara Mahmud Pasha
Battle of Coronel,1914.0,36°59′1″S,73°48′49″W,Germany,United Kingdom
Battle of Cecora (1620),1620.0,NaN,NaN,Polish–Lithuanian Commonwealth,Ottoman Empire
Battle of Farrukhabad,1804.0,27°22′N,79°38′E,Bhonsle of Nagpur,East India Company
Battle of Delhi (1783),1783.0,NaN,NaN,Dal Khalsa,Mughal Empire
Battle of the Aegates,-241.0,37°58′N,12°12′E,Category,Carthage
Battle of Leuthen,1757.0,51°09′08″N,16°45′09″E,Prussia,Austria
Battle of Trebbia (1799),1799.0,45°3′0″N,9°36′0″E,France,Russia
Battle of Rimini (1944),1944.0,NaN,NaN,Canada,Germany
Battle of Žepče,1993.0,44°26′N,18°02′E,Croatian Republic of Herzeg-Bosnia,Republic of Bosnia and Herzegovina
Battle of Bir Hakeim,1942.0,31°35′37.93″N,23°28′47.16″E,,Italy
Battle of Firaz,634.0,NaN,NaN,Rashidun Caliphate,Byzantine Empire
Battle of Haram,1128.0,45°15′N,19°24′E,Byzantine Empire,Kingdom of Hungary
Battle of Thượng Đức (1968),1968.0,15°51′07″N,107°56′53″E,United States,
The Challenge: Battle of the Exes II,1972.0,NaN,NaN,T. J. Lavin,
Battle of the Ebro,1938.0,41°09′50″N,0°28′30″E,Spanish Republic,
Battle of Hlukhiv,2022.0,50°11′30″N,34°57′00″E,Russia,Ukraine
Battle of Avdiivka (2017),2017.0,48°07′30″N,37°46′00″E,Ukraine,Donetsk People's Republic
Battle of Dai Do,1968.0,NaN,NaN,United States,North Vietnam
Battle of Sahagún,1808.0,42°22′15″N,5°01′45″W,France,United Kingdom of Great Britain and Ireland
Battle of the Cedars,1776.0,45°18′36″N,74°02′07″W,Province of Quebec,United Colonies
Battle of Ölper (1809),1809.0,52°17′10″N,10°29′48″E,Black Brunswickers,Kingdom of Westphalia
Battle of the Yser,1914.0,51°09′10″N,02°43′23″E,Belgium,German Empire
Battle of Springfield,1780.0,NaN,NaN,Connecticut Farms,Great Britain
Battle of Lincoln (1878),1878.0,NaN,NaN,Nathan Dudley,Alexander McSween
Battle of Didgori,1121.0,41°41′N,44°31′E,,
Battle of Halidon Hill,1333.0,NaN,NaN,Kingdom of Scotland,Kingdom of England
Battle of Lindley's Fort,1776.0,34°27′35″N,82°07′06″W,Battle of Videau's Bridge,Cherokees
First Battle of Wissembourg (1793),1793.0,49°02′18″N,7°56′49″E,France,Habsburg Monarchy
Battle of Graz,1809.0,47°4′N,15°26′E,Austrian Empire,First French Empire
Battle of Svitlodarsk,2016.0,NaN,NaN,Ukraine,Luhansk People's Republic
Battle of Khelna,1702.0,NaN,NaN,Bhonsle of Nagpur,Mughal Empire
Battle of Hochkirch,1758.0,51°08′55″N,14°34′12″E,Austria,Prussia
First Battle of Katwa,1744.0,NaN,NaN,Bhonsle of Nagpur,Maratha Empire
Battle of Binh An,1968.0,NaN,NaN,United States,North Vietnam
Battle of Cape Spartivento,1940.0,38°25′39″N,8°51′57″E,United Kingdom,Italy
Battle of Oranik (1448),1448.0,41°31′N,20°32′E,Category,Ottoman Empire
Battle of Auldearn,1645.0,57°34′35″N,3°48′43″W,Royalists,Covenanters
Battle of Chaksana,1788.0,NaN,NaN,Bhonsle of Nagpur,Kingdom of Jaipur
Battle of Ostrach,1799.0,47°57′N,9°23′E,Austria,France
Battle of Cerro Gordo,1847.0,19°25′44″N,96°41′17″W,United States,Mexico
Battle of Dettingen,1743.0,50°2′56″N,9°1′6″E,Hanover,France
Battle of Oriskany,1777.0,43°10′38″N,75°22′10″W,Oneida,Hesse-Hanau
Battle of Cabezón,1808.0,41°44′00″N,4°38′47″W,Spain,French Empire
Battle of St. Quentin (1914),1914.0,49°54′03″N,3°37′42″E,France,German Empire
Battle of Raigarh (1703-1704),1914.0,NaN,NaN,Bhonsle of Nagpur,Mughal Empire
Battle of the Bzura,1914.0,52°14′00″N,19°22′00″E,Germany,"SS Leibstandarte ""Adolf Hitler"""
Battle of Shubra Khit,1798.0,31°1′39″N,30°42′46″E,France,Ottoman Empire
First Battle of Elephant Pass,1991.0,NaN,NaN,Military of Sri Lanka,Liberation Tigers of Tamil Eelam
Battle of Kapyong,1951.0,37°52′36″N,127°31′48″E,Korea Strait,North Korea
Battle of Kasserine Pass,1943.0,35°15′35″N,8°44′33″E,United States,Germany
Battle of Kobrin,1812.0,52°12′58″N,24°21′59″E,Russian Empire,Kingdom of Saxony
Battle of Maipú,1818.0,NaN,NaN,Army of the Andes,Royalists
Battle of Castalla,1813.0,38°36′N,0°40′W,French Empire,United Kingdom
Battle of Vitebsk (1812),1812.0,55°11′N,30°10′E,French Empire,Russian Empire
Battle of Jersey,1781.0,49°10′57″N,2°06′27″W,Great Britain,France
Battle of Sardarabad,1918.0,40°05′36″N,43°56′46″E,Provisional Republic of Van,Ottoman Empire
Battle of Glen Shiel,1719.0,57°9′59″N,5°19′2″W,British government,Jacobites
Battle of Grahovac,1858.0,NaN,NaN,Montenegro,Ottoman Empire
Battle of Golymin,1806.0,52°49′N,20°52′E,First French Empire,Russian Empire
First Battle of Maryang-san,1951.0,38°8′6″N,126°55′15″E,Korea Strait,China
Battle of Carillon,1758.0,43°50′30″N,73°23′15″W,France,Great Britain
Battle of Otonetë,1446.0,41°31′00″N,20°32′00″E,Category,Ottoman Empire
Battle of Prek Klok II,1967.0,11°29′N,106°12′E,United States,Viet Cong
Battle of Long Khánh,1971.0,NaN,NaN,Australia,Viet Cong
Battle of Zabadani (2015),2015.0,NaN,NaN,Islamic Front,Syrian Arab Republic
Battle of Neerwinden (1793),1793.0,50°46′N,05°03′E,Habsburg monarchy,Republican France
Battle of Marmiton River,1864.0,NaN,NaN,Union,Confederate States of America
Battle of Nahavand,642.0,NaN,NaN,Rashidun Caliphate,Sasanian Empire
Battle of Ourique,1139.0,39°10′12″N,8°45′36″W,County of Portugal,Almoravids
Battle of Raigarh (1689),1689.0,NaN,NaN,Bhonsle of Nagpur,Mughal Empire
Battle of Glendale,1862.0,37°26′16″N,77°14′17″W,United States,Confederate States (Confederacy)
Battle of Trung Nghia,1973.0,14°22′55″N,107°53′46″E,,
Battle of Lalakaon,863.0,NaN,NaN,Abbasid Caliphate,Byzantine Empire
Battle of Pułtusk (1806),1806.0,52°43′N,21°06′E,French Empire,Russian Empire
Battle of Tara (1150),1150.0,NaN,NaN,Pakrac clash,Byzantine Empire
Battle of Fort Dearborn,1812.0,NaN,NaN,Potawatomi,United States
Battle of Ap Bau Bang,1965.0,11°11′42″N,106°37′01″E,United States,Viet Cong
Battle of Elchingen,1805.0,48°27′06″N,10°05′52″E,French Empire,Holy Roman Empire
Battle of Hill 731,1941.0,NaN,NaN,Greece,Italy
Battle of Sacile,1809.0,45°58′N,12°30′E,First French Empire,Austrian Empire
Battle of Bar-sur-Aube,1814.0,48°16′N,04°43′E,France,Austria
Battle of Vranje,1878.0,NaN,NaN,Principality of Serbia,Ottoman Empire
The Challenge: Battle of the Exes II,1878.0,NaN,NaN,T. J. Lavin,
Battle of Lalsot,1787.0,NaN,NaN,Mahadji Shinde,Pratap Singh of Jaipur
Battle of Mesoten,1812.0,56°26′N,24°03′E,Russian Empire,Prussia
Battle of Hồng Ngự,1973.0,NaN,NaN,,
Battle of Tripoli (2011),2011.0,NaN,NaN,National Transitional Council,Libyan Arab Jamahiriya
Battle of Piave River (1809),1809.0,45°50′N,12°13′E,First French Empire,Austrian Empire
First Battle of Champagne,1915.0,49°11′04″N,04°32′39″E,France,German Empire
Battle of Vidattaltivu,2008.0,NaN,NaN,Military of Sri Lanka,Liberation Tigers of Tamil Eelam
Battle of Short Hills,1777.0,NaN,NaN,United States,Great Britain
Battle of An Bao,1968.0,NaN,NaN,,North Vietnam
Battle of Puthukkudiyirippu,2009.0,NaN,NaN,Military of Sri Lanka,Liberation Tigers of Tamil Eelam
Battle of Arachova,1826.0,NaN,NaN,First Hellenic Republic,Ottoman Empire
Battle of Benavente,1808.0,42°00′11″N,5°40′27″W,United Kingdom,France
Battle of Villers-en-Cauchies,1794.0,50°14′28″N,3°23′28″E,France declares war,Habsburg Austria
Battle of Humenné,1619.0,48°56′09″N,21°54′24″E,Holy Roman Empire,Principality of Transylvania
Battle of Boz Qandahari,2016.0,NaN,NaN,Islamic Republic of Afghanistan,Taliban
Battle of Majadahonda,1812.0,40°28′00″N,3°52′00″W,French Empire,United Kingdom
Battle of Ben Het,1969.0,NaN,NaN,,North Vietnam
Battle for Henderson Field,1942.0,9°26′51″S,160°2′56″E,United States,Japan
Battle of Zvečan,1094.0,NaN,NaN,Pakrac clash,Byzantine Empire
Battle of Newry Road,1993.0,54°5′5″N,6°35′28″W,Provisional IRA,British Army
Battle of the Palouse,1993.0,NaN,NaN,Leo Calland,
Battle of Klushino,1610.0,55°39′27″N,34°55′48″E,Polish–Lithuanian Commonwealth,Tsardom of Russia
Battle of Soledar,2023.0,48°41′27″N,38°04′27″E,Emergency special session,Ukraine
Second Battle of Katwa,1745.0,NaN,NaN,Bhonsle of Nagpur,
Battle of Ezra Church,1864.0,NaN,NaN,United States,Confederate States
Battle of An Ninh,1965.0,NaN,NaN,United States,Viet Cong
Battle of Berestechko,1651.0,NaN,NaN,Cossack Hetmanate,Polish-Lithuanian Commonwealth
Battle of Meçad (1465),1465.0,NaN,NaN,Category,Ottoman Empire
Battle of Alford,1645.0,NaN,NaN,Irish Brigade,
Battle of Hainan Island,1950.0,NaN,NaN,People's Republic of China,Republic of China
Battle of Meiktila and Mandalay,1945.0,NaN,NaN,United States,Indian National Army
Battle of the Palouse,1945.0,NaN,NaN,Leo Calland,
Battle of Guandu,200.0,NaN,NaN,Cao Cao,Yuan Shao
Battle of Udgir,1760.0,18°39′43.4″N,77°11′59.4″E,Sadashivrao Bhau,Asaf Jah II
Battle of Xuân Lộc,1975.0,10°55′24″N,107°14′21″E,North Vietnam,South Vietnam
Battle of Nauplia (1822),1822.0,NaN,NaN,First Hellenic Republic,Ottoman Empire
Battle of Jenin,,NaN,NaN,,
Battle of Stångebro,1598.0,58°24′57″N,15°37′31″E,Polish–Swedish union,Swedish
Battle of the Lys and the Escaut,1918.0,50°51′N,03°36′E,Belgium,German Empire
Battle of Nablus,2002.0,NaN,NaN,,Palestinian Authority
The Battle of the Sexes,,NaN,NaN,G. W. Bitzer,
Battle of Festubert,1915.0,50°32′38″N,2°44′10″E,Capture of Baghdad,German Empire
Battle of Peyrestortes,1793.0,42°45′18″N,2°51′09″E,France,Spain
Battle of Artemisium,1864.0,39°3′0″N,23°12′0″E,Greek,Persian Empire
Battle of Lwów (1675),1675.0,NaN,NaN,Category,Poland-Lithuania
Battle of Kulikovo,1380.0,NaN,NaN,,Mamai
Princeton Battle Monument,,40°20′52.1″N,74°39′57.1″W,Princeton University,
Battle of Abukir (1799),1799.0,31°19′N,30°04′E,France,Ottoman Empire
Second Battle of Lexington,1864.0,NaN,NaN,Centralia,United States
Battle of Largs,1263.0,55°47′33″N,4°52′04″W,Kingdom of Scotland,Kingdom of Norway
Battle of Buna–Gona,1943.0,8°39′S,148°22′E,Australia,Japan
Battle of Raigarh (1703-1704),1943.0,NaN,NaN,Bhonsle of Nagpur,Mughal Empire
Battle of Ponza (1552),1552.0,NaN,NaN,Republic of Genoa,Ottoman Empire
Battle of Montereau,1814.0,48°23′07″N,2°57′03″E,France,Austria
Battle of Athens State Historic Site,,40°35′16″N,91°42′14″W,Centralia,
Battle of Pliska,811.0,43°23′13″N,27°07′55″E,First Bulgarian Empire,Byzantine Empire
Battle of Richmond,1862.0,37°41′05″N,84°15′34″W,Lexington,Confederate States
Battle of Waren-Nossentin,1806.0,53°31′N,12°41′E,Kingdom of Prussia,French Empire
Second Battle of Fort Wagner,1863.0,32°43′48″N,79°52′16″W,United States,C.S. (Confederacy)
Battle of Čokešina,,NaN,NaN,,
Battle of Hightower,1793.0,NaN,NaN,Heritage Center,Tennessee
Battle of Kontum,1972.0,14°21′22″N,108°0′28″E,South Vietnam,North Vietnam
Battle of Falkirk Muir,1746.0,55°59′13″N,3°48′50″W,Jacobites,Great Britain
Battle of Aqaba,1917.0,NaN,NaN,United Kingdom,Ottoman Empire
Battle of Chunuk Bair,1915.0,NaN,NaN,Capture of Baghdad,Ottoman Empire
Battle of Lübeck,1806.0,53°52′11″N,10°41′11″E,French Empire,Prussia
Battle of Brandy Station,1863.0,38°30′27″N,77°52′48″W,United States,Confederate States
Battle of Lexington State Historic Site,,39°11′33″N,93°52′34″W,Centralia,
Battle of Calabria,1940.0,37°40′N,17°20′E,United Kingdom,Italy
Battle of the Metaxas Line,1941.0,NaN,NaN,Germany,Greece
Battle of Wyoming,1778.0,NaN,NaN,Seneca,United States
Battle of Schleiz,1806.0,50°35′00″N,11°49′00″E,French Empire,Prussia
Battle of Danzig Bay,1939.0,NaN,NaN,Germany,Poland
Battle of Krasnyi Lyman,2014.0,NaN,NaN,Donbas status referendums,Ukraine
Battle of Middle Creek,1862.0,NaN,NaN,United States,CSA (Confederacy)
Battle of Valencia (1808),1808.0,39°28′N,0°22′W,Castellón,French Empire
Battle of Cartagena de Indias,1741.0,10°23′07″N,75°32′19″W,Great Britain,Spain
Battle of Suoi Tre,1967.0,11°29′35″N,106°15′58″E,United States,Viet Cong
Battle of Nui Le,1971.0,NaN,NaN,Australia,North Vietnam
Battle of Formentera,1529.0,NaN,NaN,Spanish Empire,Regency of Algiers
Battle of Magdhaba,1916.0,30°53′24″N,34°01′12″E,Capture of Baghdad,Ottoman Empire
Battle of Palo Alto,1846.0,NaN,NaN,United States,Mexico
Battle of Wild Cat Creek,1812.0,NaN,NaN,Kickapoo,United States
Battle of Artemisium,1812.0,39°3′0″N,23°12′0″E,Greek,Persian Empire
Battle of Alborán,1540.0,NaN,NaN,Spain,Ottoman Empire
Battle of Chalk Bluff,1863.0,36°28′38.14″N,90°9′31.79″W,American Civil War portal,United States
Battle of Himara,1940.0,NaN,NaN,Italy,Greece
Battle of San Marino,1944.0,NaN,NaN,Italian Social Republic,United Kingdom
Battle of Tell El Kebir,1882.0,30°40′N,31°56′E,United Kingdom,Khedivate of Egypt
Battle of San Salvador (1642),1642.0,NaN,NaN,,
Real World/Road Rules Challenge: Battle of the Sexes,1846.0,NaN,NaN,Melissa Howard,
Battle of Hamra al-Asad,24.0,NaN,NaN,Muslims,Quraish
Battle of Lorraine,1914.0,48°48′N,06°43′E,Germany,France
Battle of Rennell Island,1943.0,NaN,NaN,United States,Japan
Battle of Burnt Corn,1813.0,NaN,NaN,Red Stick,
Battle of Verona (1805),1805.0,45°26′00″N,10°59′00″E,France,Holy Roman Empire
Battle of Reims (1814),1814.0,49°15′46″N,4°02′05″E,France,Russia
Battle of Killiecrankie,1689.0,NaN,NaN,Scotland,Jacobites
Battle of Kaiserslautern,1793.0,49°28′13″N,7°45′49″E,Kingdom of Prussia,Republican France
Battle of Sarantaporo,1912.0,40°02′24″N,22°01′48″E,Greece,Ottoman Empire
Battle of Ilovaisk,2014.0,NaN,NaN,Ukraine,Donetsk People's Republic
Battle of Matapan,1717.0,NaN,NaN,,Venice
Battle of Neumarkt-Sankt Veit,1809.0,48°22′N,12°30′E,Austrian Empire,First French Empire
Battle of Jenkins' Ferry,1864.0,34°12′47.4″N,92°32′50.6″W,American Civil War portal,Confederate States
Battle of Fort Fizzle,1863.0,40°31′12.23″N,82°5′50.55″W,Soldiers' and Sailors' Monument,
Battle of Montmirail,1814.0,48°53′45″N,3°28′51″E,France,Russia
Battle of Ball's Bluff,1861.0,39°07′42″N,77°31′40″W,United States,Confederate States (Confederacy)
Battle of Drepana,-249.0,38°00′36″N,12°30′18″E,Category,Roman Republic
Battle of Ebelsberg,1809.0,48°18′11″N,14°17′26″E,Austrian Empire,French Empire
Battle of Custoza (1866),1866.0,NaN,NaN,Kingdom of Italy,Austrian Empire
First Battle of Naktong Bulge,1950.0,NaN,NaN,Korea Strait,North Korea
The Battle of Rogue River,,NaN,NaN,George Montgomery,
Battle of Old Trafford,2002.0,NaN,NaN,Steve Bennett,Southampton
Battle of Beecher Island,1868.0,39°52′18″N,102°11′08″W,United States,Arapaho
Battle of Sidi Ali Ben Aoun,2013.0,34°51′N,9°2′E,Socrates Cherni,
Battle of Marais des Cygnes,1864.0,NaN,NaN,United States,Confederate States
Battle of Aljubarrota,1385.0,NaN,NaN,Kingdom of Portugal,Crown of Castile
Battle of Mouzaki,1878.0,NaN,NaN,Greece,Ottoman Empire
Battle of Hollabrunn (1809),1809.0,48°34′N,16°6′E,Castellón,Austrian Empire
Battle of Monocacy,1864.0,NaN,NaN,United States,CSA (Confederacy)
Battle of the Spoiling Dyke,1578.0,NaN,NaN,Clan MacDonald of Sleat,Clan MacLeod
Battle of Inverkeithing,1651.0,56°02′53″N,03°24′57″W,Scotland,England
Battle of Fort Stevens,1864.0,NaN,NaN,United States,Confederate States
Battle of Brody (1941),1941.0,NaN,NaN,Germany,Soviet Union
Battle of Carthage State Historic Site,,37°10′23″N,94°17′51″W,Centralia,
Battle of Saint-Lô,1944.0,49°07′N,1°05′W,United States,Germany
Battle of Myriokephalon,1176.0,NaN,NaN,Byzantine Empire,Sultanate of Rum
Battle of Ulcinj (1880),1880.0,41°55′N,19°12′E,Category,
Battle of Bangui (2013),2013.0,NaN,NaN,Central African Republic,Séléka
Battle of the Bricks,2013.0,NaN,NaN,1888,
Battle of Camperdown,1797.0,52°45′N,4°12′E,Great Britain,Batavian Republic
Battle of Otlukbeli,1473.0,39°58′25″N,40°01′20″E,Ottoman Empire,Aq Qoyunlu
Battle of Drocourt-Quéant Line,1918.0,50°23′31″N,02°55′39″E,Capture of Baghdad,German Empire
The Battle of the Labyrinth,,NaN,NaN,Fantasy,
Battle of Tora Bora (2017),2017.0,NaN,NaN,ISIL-K,Taliban
Battle of Rafa,1917.0,31°15′54″N,34°14′06″E,Capture of Baghdad,Ottoman Empire
Battle of Elli,16.0,40°12′N,26°24′E,Greece,Ottoman Empire
Air Battle of South Korea,1950.0,NaN,NaN,United States,North Korea
Battle of Capo d'Orso,1528.0,NaN,NaN,Kingdom of France,Spain
Battle of Solway Moss,1542.0,55°00′40″N,3°01′34″W,Kingdom of Scotland,Kingdom of England
Battle of Dun Nechtain,685.0,NaN,NaN,Pictland,Northumbria
Battle of Fardykambos,1943.0,40°13′59″N,21°32′50″E,,
Battle of Autas,630.0,NaN,NaN,Abu Musa Ash'ari,
Battle of Darzab (2018),2018.0,NaN,NaN,Taliban,Islamic State
Battle of Manila (1762),1762.0,14°35′00″N,120°58′00″E,Great Britain,Spain
Battle of Guttstadt-Deppen,1807.0,53°59′N,20°24′E,French Empire,Russian Empire
Battle of Kirk Kilisse,1912.0,41°44′05″N,27°13′31″E,Bulgaria,Ottoman Empire
Battle of Dong-Yin,1965.0,26°22′41″N,120°30′25″E,Republic of China,People's Republic of China
Battle of Málaga (1704),1704.0,NaN,NaN,England,France
Battle of Homildon Hill,1402.0,NaN,NaN,Earl of Northumberland,Earl of Douglas
Real World/Road Rules Challenge: Battle of the Sexes 2,1402.0,NaN,NaN,Jonny Moseley,
Battle of Liegnitz (1760),1760.0,51°13′30″N,16°11′17″E,Prussia,Austria
Battle of Xiangyang,1273.0,NaN,NaN,Yuan poetry,
Battle of Monterrey,1846.0,NaN,NaN,United States,Mexico
Battle of Arfderydd,573.0,55°01′N,02°55′W,King Roderick I,Gwenddoleu ap Ceidio
Battle of Redinha,1811.0,40°03′N,8°38′W,French Empire,United Kingdom
Battle of Villers-Bocage,1944.0,NaN,NaN,United Kingdom,Germany
Battle of Ap Gu,1967.0,NaN,NaN,United States,Viet Cong
Battle of Cedar Mountain,1862.0,38°24′N,78°04′W,United States,CSA (Confederacy)
Battle of Párkány,1683.0,47°47′57″N,18°43′05″E,Polish–Lithuanian Commonwealth,Ottoman Empire
Battle of Taliwa,1755.0,NaN,NaN,Heritage Center,
Battle of the Scheldt (1574),1574.0,51°28′N,4°8′E,England,Spain
Battle of Carbisdale,1650.0,57°55′03″N,04°25′03″W,,
Battles of El Bruch,1808.0,41°34′48″N,1°46′49″E,French Empire,Kingdom of Spain
First Battle of Zrínyiújvár,1663.0,NaN,NaN,,Ottoman Empire
Battle of Dunkeld,1689.0,NaN,NaN,Williamites,Jacobites
Battle of Derapet,2010.0,NaN,NaN,Australia,Taliban
First Battle of Newbury,1643.0,51°22′56″N,1°20′25″W,Royalists,Parliamentarians
Battle of Helena,1863.0,34°31′34″N,90°35′49″W,American Civil War portal,Confederate States
Battle of Lyuban,1942.0,NaN,NaN,Germany,Soviet Union
Battle of Wadi Akarit,1943.0,33°53′N,10°07′E,Free France,Germany
Real World/Road Rules Challenge: Battle of the Sexes,1943.0,NaN,NaN,Melissa Howard,
Battle of Aberdeen (1646),1646.0,57°09′N,2°07′W,Royalists,Covenanters
Battle of Mokra (1445),1445.0,NaN,NaN,Category,Ottoman Empire
Battle of the Selle,1918.0,NaN,NaN,,German Empire
Battle of Krtsanisi,1795.0,41°36′35″N,44°54′10″E,Kartli-Kakheti,Qajar Iran
Battle of Resaca de la Palma,1846.0,NaN,NaN,United States,Mexico
Second Battle of Seoul,1950.0,NaN,NaN,Korea Strait,North Korea
Battle of Bucharest,1916.0,NaN,NaN,Russian Empire,German Empire
Battle of the Seasons (tour),1916.0,NaN,NaN,The AAA Girls,Knoxville
Battle of Mohrungen,1807.0,53°55′00″N,19°56′00″E,French Empire,Russian Empire
Battle of Green Spring,1781.0,37°14′06″N,76°47′06″W,United States,Great Britain
Battle of Ridaniya,1517.0,NaN,NaN,Ottoman Empire,Mamluk Sultanate
Battle of Blaye,1593.0,NaN,NaN,France of Henry IV,Spain
Second Battle of Elephant Pass,2000.0,09°31′N,80°24′E,Military of Sri Lanka,Liberation Tigers of Tamil Eelam
Battle of Vigo Bay,1702.0,42°14′14.12″N,8°43′17.86″W,Dutch Republic,Bourbon Spain
Battle of Onjong,1950.0,NaN,NaN,China,South Korea
Battle of Călugăreni,1595.0,44°10′59.9″N,26°0′0.0″E,Wallachia,Ottoman Empire
Battle of Kunersdorf,1759.0,52°21′11″N,14°36′46″E,Austria,Prussia
Battle of Contreras,1847.0,NaN,NaN,United States,Mexico
Battle on the Marchfeld,1278.0,NaN,NaN,Kingdom of Hungary,Duchy of Głogów
Battle of Pooneryn,1993.0,NaN,NaN,Military of Sri Lanka,Liberation Tigers of Tamil Eelam
Battle of Covadonga,722.0,43°18′32″N,5°03′20″W,Kingdom of Asturias,Umayyad Caliphate
Battle of Haifa (1918),1918.0,NaN,NaN,Capture of Baghdad,German Empire
Battle of Chickasaw Bayou,1862.0,32°24′20″N,90°50′52″W,United States,CSA (Confederacy)
Second Battle of Independence,1864.0,39°05′08″N,94°26′28″W,United States,CSA (Confederacy)
Battle of Port Gibson,1863.0,31°57′21″N,91°01′22″W,United States,CSA (Confederacy)
Battle of the Caribbean,1759.0,NaN,NaN,United States,Vichy France
Battle of Chora,2007.0,32°51′10″N,66°05′05″E,Netherlands,Taliban
Battle of Guam (1941),1941.0,NaN,NaN,United States,Japan
Battle of Mughar Ridge,1917.0,NaN,NaN,Capture of Baghdad,Ottoman Empire
Battle of Albert (1918),,NaN,NaN,Capture of Baghdad,
Battle in the Bay of Matanzas,1628.0,NaN,NaN,United Provinces,Spain
Second Battle of Donetsk Airport,2014.0,NaN,NaN,Ukraine,Donetsk People's Republic
