Battle of Bandiradley,2006.0,6°28′51″N,46°56′46″E,Islamic Courts Union,Ethiopia
Battle of Mount Longdon,1982.0,NaN,NaN,United Kingdom,Argentina
Battle of Perez Dasmariñas,1897.0,NaN,NaN,,
Battle of Kraśnik,1914.0,NaN,NaN,Austria-Hungary,Russian Empire
Battle of Fowltown,,NaN,NaN,Religion,
Battle of Oposhnya,1709.0,NaN,NaN,Swedish Empire,Tsardom of Russia
Battle of the Crna Bend (1917),1917.0,NaN,NaN,,
Battle of Calcinato,1706.0,NaN,NaN,France,Holy Roman Empire
Battle of the Col des Beni Aïcha (1846),1846.0,36°43′29″N,3°33′25″E,Allegiance to Mohamed ben Zamoum (1830),French Empire
Battle of Rhone Crossing,-218.0,44°8′17.999″N,4°48′34.999″E,Category,Volcae
Battles of Kizugawaguchi,1576.0,34°37′51.9971″N,135°25′44.2103″E,Oda Nobunaga,Mōri clan
Battle of Sybota,433.0,NaN,NaN,Corcyra,Corinth
Battle of Cancha Rayada (1818),1818.0,NaN,NaN,Chile,Spanish Monarchy
Battle of Aguere,1494.0,NaN,NaN,Bienes de Interés Cultural (Las Palmas),
Battle of Estero Bellaco,1866.0,NaN,NaN,,Argentina
Battle of Ciudad Juárez (1911),1911.0,31°43′27.001″N,106°28′31.001″W,Emigration from Mexico,Government
Battle of Bramall Lane,1911.0,NaN,NaN,Bramall Lane,
Battle of Newtownmountkennedy,1798.0,NaN,NaN,United Irishmen,
Battle of Fadıl,1920.0,NaN,NaN,National Forces,
Battle of Renfrew,1164.0,NaN,NaN,"Somairle mac Gilla Brigte, King of the Isles","Herbert, Bishop of Glasgow"
Battle of Méribel,1793.0,NaN,NaN,French Republic,Kingdom of Sardinia
Battle of Ichi-no-Tani,1184.0,NaN,NaN,Minamoto clan,Taira clan
Battle of Arkansas Post (1783),1783.0,34°1′5.37″N,91°20′43.43″W,Spain,Great Britain
Battle of Knocknanuss,1647.0,NaN,NaN,Parliamentarians,Confederates
Battle of Mishmar HaEmek,1948.0,32°36′35″N,35°8′30″E,Haganah,Arab Liberation Army
Battle of Bow Street,,NaN,NaN,,
The Dark Tower: Battle of Jericho Hill,,NaN,NaN,Limited series,
Battle of Market Street,1781.0,NaN,NaN,Men's Tennis,
Battle of Santa Cruz de Tenerife (1706),1706.0,NaN,NaN,Bourbon Spain,Kingdom of England
Battle of Güstow,1758.0,NaN,NaN,Prussia,Sweden
Battle of Paštrik,1999.0,42°12′38″N,20°31′24″E,Norway,Yugoslav Army
Battle of Caldera Bay,1891.0,27°03′36″S,70°49′39″W,Balmaceda Government,Congressionist Junta
Battle of Jordanów,1939.0,NaN,NaN,Poland,Germany
Battle of Sabana Real,1691.0,NaN,NaN,Santo Domingo,
Battle of Highbury,1691.0,NaN,NaN,England v Scotland,
Battle of Halidzor,1727.0,NaN,NaN,,Ottoman Empire
Battle of Hoengsong,1951.0,37°29′24″N,127°59′17″E,,China
Battle of Market Street,1951.0,NaN,NaN,Men's Tennis,
Battle of Messines,,NaN,NaN,,
Battle of Komarów (1914),1914.0,NaN,NaN,Austria-Hungary,Russian Empire
Battle of Turret Peak,1873.0,34°14′53″N,111°51′53″W,United States,Yavapai
Battle of Apros,1305.0,NaN,NaN,Michael IX,
Battle of Seattle (1856),1856.0,NaN,NaN,United States,Native Americans
Battle of Finschhafen,1943.0,6°36′S,147°51′E,Australia,Japan
Battle of Zafar,632.0,NaN,NaN,Rashidun Caliphate,
Battle of Yanshi,618.0,34°43′37″N,112°47′24″E,Sui dynasty,Li Mi
Battle of Fleurus (1690),1690.0,NaN,NaN,France,Dutch Republic
Battle of Remagen,1945.0,50°34′45″N,7°14′39″E,United States,Germany
Battle of Macta,1835.0,NaN,NaN,Kingdom of France,Emirate of Mascara
Battle of Baxter Springs,1863.0,NaN,NaN,General Order 11,United States
Battle of Sandepu,1905.0,NaN,NaN,Empire of Japan,Russian Empire
Battle of Ismailia,1973.0,NaN,NaN,Egypt,Israel
Battle of Haw's Shop,1864.0,NaN,NaN,United States,CSA (Confederacy)
Battle of Laubressel,1814.0,48°17′59″N,4°12′46″E,France,Austria
Battle of Prostki,1656.0,NaN,NaN,Brandenburg-Prussia,Polish–Lithuanian Commonwealth
Battle of Cartagena (461),460.0,NaN,NaN,Vandals,Western Roman Empire
Battle of Genola,1799.0,44°35′N,7°40′E,Habsburg Austria,Republican France
First Battle of Tuxpan,1847.0,NaN,NaN,United States,Mexico
Battle of Medenine,1943.0,33°21′17″N,10°30′19″E,United Kingdom,Germany
Battle of Kletsk (1706),1706.0,NaN,NaN,Swedish Empire,Tsardom of Russia
Battle of Bushy Run,1763.0,40°21′20″N,79°37′25″W,Ohio Country,Great Britain
Battle of In-Delimane (2012),2012.0,NaN,NaN,,
Battle of Staouéli,1830.0,36°N,2°E,Kingdom of France,Deylik of Algiers
Battle of Columbia,1864.0,NaN,NaN,United States,CSA (Confederacy)
Battle of Limanowa,1914.0,NaN,NaN,Austria-Hungary,Russian Empire
Battle of Jasmund (1864),1864.0,NaN,NaN,Prussia,Denmark
Battle of Speyerbach,1703.0,NaN,NaN,Hesse-Kassel,Kingdom of France
Battle of Whitney Avenue,1577.0,NaN,NaN,1961–62,
Battle of Pollilur (1780),1780.0,NaN,NaN,Mysore,East India Company
Battle of Great Cane Brake,1775.0,34°39′22.02″N,82°18′58.98″W,British Loyalists,South Carolina
Battle of Valle Giulia,,NaN,NaN,Piazza della Loggia bombing,
Battle of Antivari,1914.0,42°06′00″N,19°05′00″E,France,Austria-Hungary
Battle of Kansas,,NaN,NaN,1948 Bleaklow crash,
Battle of Aden (2015),2015.0,12°48′00″N,45°02′00″E,Famine in Yemen,Yemen
Battle of Namaraq,634.0,NaN,NaN,Rashidun Caliphate,Sasanian Empire
Battle of Pirano,1812.0,NaN,NaN,United Kingdom,France
Battle of Różan,1939.0,NaN,NaN,,
Battle of Przemyśl (1939),1939.0,NaN,NaN,,
Battle of Păuliș,1944.0,NaN,NaN,Soviet Union,Hungary
Battle of Campaldino,1289.0,NaN,NaN,,Ghibellines
Battle of Dombås,1940.0,62°00′30″N,9°13′42″E,Norway,Germany
Battle of Quingua,1899.0,NaN,NaN,United States,Philippine Republic
Battle of Saigon (1955),1955.0,NaN,NaN,Treaty of Saigon,
Battle of Mogadishu (November 2007),2007.0,NaN,NaN,Hizbul Shabaab,Transitional Federal Government
Battle of Embudo Pass,1847.0,NaN,NaN,United States,Mexico
Battle of Armentières,1914.0,50°41′17″N,02°52′52″E,Capture of Baghdad,Germany
Battle of the Diablo Mountains,1854.0,NaN,NaN,United States,Apache
Battle of Nowy Dwór Mazowiecki,1655.0,NaN,NaN,Swedish,Polish–Lithuanian Commonwealth
Battle of Cầu Giấy (1883),1883.0,NaN,NaN,French Third Republic,Black Flag Army
Battle of Áth an Chip,1270.0,53°59′47″N,8°04′43″W,Kingdom of Connacht,Lordship of Ireland
Battle of Phu Lam Tao,1885.0,NaN,NaN,Imperial Chinese Navy,China
Battle of Montenotte,1796.0,44°24′00″N,8°16′00″E,French Republic,Habsburg monarchy
Battle of Konary,,NaN,NaN,,
Battle of Driskos,1912.0,39°39′24.9″N,20°57′38.0″E,Greece,Ottoman Empire
"Battle of Britain Memorial, Capel-le-Ferne",,NaN,NaN,,
Battle of Cześniki,1939.0,NaN,NaN,,
Battle of Stormberg,1899.0,31°17′53″S,26°15′17″E,United Kingdom,Orange Free State
Battle of Kreta,1009.0,NaN,NaN,Bulgarian Empire,Byzantine Empire
Battle of Whitney Avenue,1222.0,NaN,NaN,1961–62,
Battle of Lovcha,1877.0,NaN,NaN,Russian Empire,Ottoman Empire
Battle of La Concepción,1882.0,NaN,NaN,Chile,Peru
Battle of Rimini (432),432.0,NaN,NaN,Bonifacius,Flavius Aetius
Battle of Caaguazú,1841.0,NaN,NaN,Unitarian Party,Federal
Battle of Ballyellis,1798.0,NaN,NaN,United Irishmen,
Battle of Southern Buh,896.0,NaN,NaN,Bulgarian Empire,Magyars
First Battle of Pucará,1882.0,NaN,NaN,Chile,Peru
Battle of Nà Sản,1952.0,NaN,NaN,,Việt Minh
Battle of Arelate,458.0,43°40′37″N,4°37′41″E,Western Roman Empire,Visigothic Kingdom
Second Battle of the Isonzo,1915.0,NaN,NaN,Kingdom of Italy,Austria-Hungary
First Battle of Tabasco,1846.0,NaN,NaN,United States,Mexico
Battle of Anchialus (708),708.0,42°33′N,27°39′E,Bulgarian Empire,Byzantine Empire
Battle off Barbados,1778.0,13°11′13″N,59°27′25″W,Great Britain,United States
Battle of Alma (Algeria),1871.0,36°43′34″N,3°24′41″E,Allegiance to Mohamed ben Zamoum (1830),
Battle of Neuensund,1761.0,NaN,NaN,Sweden,Prussia
Battle of Mâcon (1814),1814.0,46°18′23″N,4°49′53″E,France,Austria
Battle of Tin Keraten,2013.0,NaN,NaN,Mali,MOJWA
Battle of Pontarlier,1871.0,46°55′05″N,6°21′31″E,French Republic,German Empire
Battle of Wireless Ridge,1982.0,NaN,NaN,ARA ,Argentina
Battle of Ghamra,632.0,NaN,NaN,Rashidun Caliphate,
Battle of Wolf Mountain,1877.0,45°17.152′N,106°34.836′W,United States,Sioux
Battle of Miyajima,1555.0,34°18′5.8″N,132°19′20.3″E,Ōuchi clan,Mōri clan
Battle of Yijing,199.0,NaN,NaN,Yuan Shao,Gongsun Zan
List of RAF aircrew in the Battle of Britain,,NaN,NaN,,
Battle of Dofas,2012.0,NaN,NaN,,
Battle of Wiłkomierz,1435.0,55°9′57″N,24°46′17″E,Grand Duchy of Lithuania,Grand Duchy of Lithuania
Battle of Al Masini valley,2018.0,NaN,NaN,Famine in Yemen,United Arab Emirates
Battle of Slim Buttes,1876.0,NaN,NaN,Lakota,United States
Battle of Dawmat al-Jandal,633.0,NaN,NaN,Rashidun Caliphate,Arab Christian
Battle of Prosperous,1798.0,53°17′16″N,6°45′21″W,United Irishmen,Ireland
Battle of Rush Creek,1865.0,NaN,NaN,Antonine Barada,Cheyenne
Battle of Nashinokidaira,1526.0,NaN,NaN,Takeda clan,Hōjō clan
Battle of Agounennda,1957.0,NaN,NaN,Allegiance to Mohamed ben Zamoum (1830),FLN
Battle of Cannanore,1506.0,NaN,NaN,Lourenço de Almeida,Samorin
Battle of Chaeronea (86 BC),-86.0,38°30′04″N,22°51′50″E,Sulla,Kingdom of Pontus
Battle of Kassala,1894.0,NaN,NaN,Colony of Eritrea,Mahdist Sudan
Second Battle of Timbuktu,2013.0,NaN,NaN,Mali,AQIM
Battle of Mazagran,1840.0,NaN,NaN,France,Emirate of Mascara
Battle of Zanzibar,1914.0,NaN,NaN,Germany,United Kingdom
Battle of Grudziądz (1659),1659.0,NaN,NaN,Sweden,Polish–Lithuanian Commonwealth
Battle of Belach Lechta,978.0,NaN,NaN,Molloy MacBrien,Brian Boru
Battle of Chateauneuf,1870.0,NaN,NaN,French Republic,Baden
Battle of Bezzecca,1866.0,NaN,NaN,Kingdom of Italy,Austrian Empire
Battle of Ruíz,2011.0,NaN,NaN,Sinaloa Cartel,Los Zetas
Battle of Acosta Ñu,1869.0,NaN,NaN,Paraguay,Empire of Brazil
Battle of Pylos,-425.0,36°55′N,21°42′E,Athens,Sparta
Battle of Kibata,1917.0,NaN,NaN,,British Empire
Battle of Mercredesburne,485.0,50°55′50″N,0°25′36″E,South Britons,South Saxons
Battle of Palermo,1676.0,38°07′30″N,13°23′06″E,France,Spain
Battle of the Nobles,740.0,NaN,NaN,Umayyad Caliphate,Berber
Battle of Cirencester,628.0,NaN,NaN,Penda,Cynegils
Battle of Węgierska Górka,1939.0,NaN,NaN,Germany,Poland
Battle of Braga (1809),1809.0,41°32′39″N,8°25′19″W,French Empire,Portugal
Battle of Moorefield,1864.0,39°05′39″N,78°57′52″W,United States of America,Confederate States of America (Confederacy)
Battle of Utica (203 BC),-203.0,37°03′23″N,10°03′44″E,Category,Carthage
Battle of Wojnicz,1655.0,NaN,NaN,Swedish Empire,Polish–Lithuanian Commonwealth
Battle of San Carlos (1982),1982.0,NaN,NaN,ARA ,Argentina
Battle of Piedmont,1864.0,NaN,NaN,United States,CSA (Confederacy)
Battle of Qatwan,1141.0,39°48′N,66°54′E,Qara Khitai,Great Seljuq Empire
Tenth Battle of the Isonzo,1917.0,NaN,NaN,Kingdom of Italy,Austria-Hungary
Battle of Glenmalure,1580.0,NaN,NaN,Irish,Kingdom of England
Battle of Agrigentum (456),456.0,NaN,NaN,Western Roman Empire,Vandal Kingdom
Battle of La Paz,1847.0,24°08′N,110°18′W,United States,Mexico
Battle of al-Buhayra,1130.0,NaN,NaN,Ibn Tumart,Ali ibn Yusuf
Battle of Riggins Hill,1862.0,NaN,NaN,United States,Confederate States
Battle of Buwaib,635.0,NaN,NaN,Rashidun Caliphate,Sassanid Empire
Battle of Wuzhang Plains,234.0,34°21′0.000″N,107°22′59.999″E,Cao Wei,Shu Han
Battle of Køge Bay (1677),1677.0,NaN,NaN,Denmark–Norway,Swedish Empire
Battle of Goumakoura,2012.0,NaN,NaN,,Azawad
Battle of Bunclody,1798.0,NaN,NaN,United Irishmen,British Army
Battle of Driefontein,1900.0,NaN,NaN,United Kingdom,South African Republic
Battle of Satala (298),298.0,NaN,NaN,Roman Empire,Sasanian Empire
Battle of Zapote River,1899.0,14°27′50.5″N,120°57′58.8″E,First Philippine Republic,United States
Battle of Sokolki,1709.0,NaN,NaN,Swedish Empire,Tsardom of Russia
Battle of Potidaea,-432.0,40°11′37″N,23°19′40″E,Athens,Corinth
Battle of Krasnystaw,1939.0,NaN,NaN,Stefan Dąb-Biernacki,Erick-Oskar Hansen
Battle of Kanzhal,1708.0,NaN,NaN,Crimean Khanate,Kabardia (East Circassia)
Battle of the Great Redan,1855.0,44°35′51.03″N,33°32′24.71″E,British Empire,Russian Empire
Battle of Łowczówek,1914.0,NaN,NaN,Austria-Hungary,Russian Empire
Battle of Dasman Palace,1990.0,29°23′12.96″N,47°59′50.57″E,U.N. Resolution 661,Kuwait
Battle of Wambaw,1782.0,NaN,NaN,United States,Great Britain
Second Battle of Oituz,1916.0,NaN,NaN,Romania,Austria-Hungary
Battle of Ballymore-Eustace,1798.0,NaN,NaN,Irish Government,United Irishmen
Battle of Augusta,1676.0,NaN,NaN,Spain,France
First Battle of Villers-Bretonneux,1918.0,49°52′03″N,2°31′15″E,Capture of Baghdad,German Empire
Battle of Greenbrier River,1861.0,38°32′03″N,79°46′04″W,United States,Confederate States
Battle of Thessalonica (995),995.0,NaN,NaN,Bulgarian Empire,Byzantine Empire
Battle of Bagavan,371.0,39°36′30″N,43°28′37″E,Sasanian Empire,Kingdom of Armenia
First Battle of Oituz,1916.0,NaN,NaN,Romania,Austria-Hungary
Battle of In Emsal,2012.0,NaN,NaN,Mali,MNLA
Battle of Arles (471),471.0,43°40′37″N,4°37′41″E,Euric,Anthemiolus
First Battle of Saorgio (1793),1793.0,NaN,NaN,Austria,France
Battle of Żarnów,1655.0,NaN,NaN,Swedish Empire,Polish–Lithuanian Commonwealth
Battle of Castiglione (1706),1706.0,NaN,NaN,France,Hesse-Kassel
Battle of Charlestown,1863.0,39°17′N,77°52′W,United States,CSA (Confederacy)
Battle of Rivers' Bridge,1865.0,33°3′10″N,81°5′59″W,United States,Confederate States
First Battle of Petersburg,1864.0,NaN,NaN,United States,CSA (Confederacy)
Battle of Powder River,1876.0,NaN,NaN,Northern Cheyenne,United States
Battle of Ladon and Mézières,1870.0,NaN,NaN,France,
Battle of Kranji,1942.0,1°26′21″N,103°44′15″E,Straits Settlements,Empire of Japan
Battle of Varize,1870.0,NaN,NaN,French Republic,Bavaria
Battle of Niafunké,2012.0,NaN,NaN,Mali,MNLA
Battle of Staszów,1863.0,NaN,NaN,Denisko uprising,
Battle of Kishegyes,1849.0,NaN,NaN,Hungarian Revolutionary Army,Austrian Empire
Battle of Idistaviso,16.0,NaN,NaN,Roman Empire,Germanic tribes
Battle of Lihula,1220.0,58°41′40″N,23°50′22″E,Oeselians,Sweden
Battle of Folck's Mill,1864.0,NaN,NaN,Union regiments,CSA (Confederacy)
Battle of Ciudad Juárez (1919),1919.0,NaN,NaN,,Carrancistas
Battle of Cassano (1705),1705.0,NaN,NaN,France,Habsburg monarchy
Battle of Bornhöved (1227),1227.0,54°4′N,10°12′E,County of Holstein,Denmark
Battle of the Levant Convoy,1795.0,NaN,NaN,HMS ,
Battle of Pharsalus (1277),1277.0,NaN,NaN,Byzantine Empire,
Battle of Blanc Mont Ridge,1918.0,48°47′36″N,4°26′21″E,United States,German Empire
Battle of Torroella,1694.0,NaN,NaN,France,Spain
Battle of Ifoghas,2013.0,NaN,NaN,France,Ansar Dine
First Battle of Monte Grappa,1917.0,45°52′24″N,11°47′57″E,Austria-Hungary,Kingdom of Italy
Battle of Malakal,2006.0,NaN,NaN,Fashoda Incident,Southern Sudan
Battle of Mirbat,1972.0,16°59′33″N,54°41′31″E,Royal Air Force of Oman,PFLOAG Guerillas
Battle of Göllheim,1298.0,49°35′33″N,8°02′39″E,Duchy of Austria,County of Nassau
Battle of Otepää (1217),1217.0,58°03′27″N,26°30′17″E,Livonian Brothers of the Sword,Principality of Pskov
Battle of Ban Pa Dong,1961.0,NaN,NaN,Kingdom of Laos,Pathet Lao
Battle of Berryville,1864.0,39°9′43.5″N,77°59′51.2″W,Belle Grove Plantation,CSA (Confederacy)
Second Battle of Tuxpan,1847.0,NaN,NaN,United States,Mexico
Battle of Lugdunum,197.0,45°46′N,4°51′E,Pannonia,Britannia
Battle of Serres,1196.0,NaN,NaN,Bulgarian Empire,Byzantine Empire
Battle of Piribebuy,1869.0,NaN,NaN,,
Battle of Thessalonica (1014),1014.0,NaN,NaN,Bulgarian Empire,Byzantine Empire
Battle of Möckern,1813.0,52°08′N,11°57′E,French Empire,Prussia
Battle of Koljonvirta,1808.0,NaN,NaN,Sweden,Russian Empire
Order of battle at the Battle of the Nile,,NaN,NaN,HMS ,Third rate
Battle of Tinzaouaten,2012.0,NaN,NaN,,Azawad
Battle of Ravenna (1512),1512.0,NaN,NaN,Duchy of Ferrara,Spain
Battle of Jastków,1915.0,NaN,NaN,Austria-Hungary,Russian Empire
Battle of Custoza (1848),1848.0,45°23′N,10°48′E,Austria,Sardinia
Battle of Entrames,1793.0,NaN,NaN,First French Republic,Vendée Royalist
Battle of Utsunomiya Castle,1868.0,NaN,NaN,,Tokugawa shogunate
Battle of Adrianople (1254),1254.0,NaN,NaN,Bulgarian Empire,Empire of Nicaea
Battle of Soor,1745.0,50°30′55.001″N,15°53′55.000″E,Prussia,Austria
Battle of Marseille,1944.0,43°20′N,5°23′E,Free French Forces,Germany
Battle of In Arab,2013.0,NaN,NaN,,MOJWA
Battle of Charasiab,1879.0,34°23′55″N,69°10′3″E,,Afghans
Battle of Valenciennes (1918),1918.0,NaN,NaN,Category,Germany
Battle of Pollentia,402.0,NaN,NaN,Stilicho,Alaric I
Battle of Sandomierz,1656.0,NaN,NaN,Kingdom of Sweden,Polish–Lithuanian Commonwealth
Battle of Sowia Góra,1863.0,NaN,NaN,,Russian Empire
Battle of La Motta (1513),1513.0,NaN,NaN,Republic of Venice,Spain
Battle of Garigliano (457),457.0,NaN,NaN,,Majorian
Battle of Setina,1017.0,NaN,NaN,Bulgarian Empire,Byzantine Empire
Battle of Bab El Bekkouche,1958.0,35°44′57″N,1°32′52″E,Allegiance to Mohamed ben Zamoum (1830),FLN
First Battle of Ignacewo,1863.0,NaN,NaN,,Russian Empire
Battle of Constantine,1836.0,NaN,NaN,Allegiance to Mohamed ben Zamoum (1830),Beylik of Constantine
Battle of Machias (1777),1777.0,44°42′50.58″N,67°27′39.1″W,Great Britain,Penobscot
Battle of Seneffe,1674.0,NaN,NaN,France,Dutch Republic
Battle of Deal,,NaN,NaN,Category,
Battle of Sig,1835.0,NaN,NaN,Allegiance to Mohamed ben Zamoum (1830),Emirate of Mascara
Battle of Bonari Pass,1868.0,37°35′44.5″N,140°14′34.7″E,Shiroishi Castle,Imperial Japanese Army
Battle of Decatur,1864.0,NaN,NaN,Confederate,CSA (Confederacy)
Battle of Parwan,1221.0,35°N,69°E,Mongol Empire,Khwarazmian Empire
Battle of Limonest,1814.0,45°50′13″N,4°46′19″E,Austrian Empire,First French Empire
Battle of Ardres,1351.0,50°51′20″N,1°58′42″E,Kingdom of France,Kingdom of England
Battle of Thuận An,1883.0,NaN,NaN,Abdication of Bảo Đại,Nguyen dynasty
Battle of Nitzanim,1948.0,31°43′3″N,34°38′8″E,Israel,Egypt
Battle of Laing's Nek,1881.0,27°27′39″S,29°52′10″E,United Kingdom,South African Republic
Battle of Fort Apache,1881.0,33°47′28″N,109°59′20″W,United States,Apache
Battle of Mirali,2007.0,32°35′N,70°09′E,Pakistan Army,Tehrik-e-Taliban
Battle of Pinos Altos,1861.0,NaN,NaN,Confederate States,Apache
Battle of Walcourt,1689.0,50°15′0″N,04°25′0″E,Dutch Republic,France
Battle of Te-li-Ssu,1904.0,NaN,NaN,Japan,Russia
Battle of Xiakou,203.0,NaN,NaN,Sun Quan,Liu Biao
Battle of Mestre,1848.0,NaN,NaN,Rep. of San Marco,Austrian Empire
Battle of Vargas Swamp,1819.0,NaN,NaN,Spain,
Battle of Cassel (1677),1677.0,NaN,NaN,France,Dutch Republic
Second Battle of Tuyutí,1867.0,NaN,NaN,,
Battle of al-Mazraa,1937.0,NaN,NaN,,Druze
Second Battle of Mora,1847.0,NaN,NaN,United States,Mexico
Second Battle of Dragoon Springs,1862.0,NaN,NaN,Apache,Confederate States
Second Battle of Donaldsonville,1863.0,NaN,NaN,New Orleans,CSA (Confederacy)
Battle of Dandanaqan,1040.0,NaN,NaN,Ghaznavid Empire,Seljuk Turks
Battle of Zhenhai,1885.0,NaN,NaN,France,China
Battle of Río Bueno (1654),1654.0,NaN,NaN,Spanish Empire,
Battle of Feldkirch,1799.0,47°14′17″N,9°35′54″E,Austria,France
Battle of Orchomenus,-85.0,NaN,NaN,Roman Republic,Pontus
Battle of the Neva (1708),1708.0,59°57′10″N,31°02′10″E,Swedish Empire,Tsardom of Russia
Battle of Rhium,-429.0,NaN,NaN,Athens,Sparta
Battle of Lesmont,1814.0,48°25′42″N,4°24′55″E,France,Bavaria
Battle of Chustenahlah,1861.0,NaN,NaN,Category,CSA (Confederacy)
Battle of Mobley's Meeting House,1780.0,34°27′12″N,81°16′21″W,Battle of Videau's Bridge,Loyalist
Battle of Frauenfeld,1799.0,47°33′N,8°54′E,France,Austria
Battle of the Worlds,,NaN,NaN,Claude Rains,
Order of battle of the Battle of Trenton,,NaN,NaN,von Knyphausen,Friedrich Ludwig von Dechow
Battle of Szydłowiec,1863.0,51°13′26″N,20°51′26″E,,Russian Empire
Battle of Lake Providence,1863.0,32°48′35.44″N,91°11′36.21″W,United States,CSA (Confederacy)
The Battle of Ranskoor Av Kolos,1863.0,NaN,NaN,Phyllis Logan,
Battle of Driniumor River,1944.0,3°7′59.999″S,142°21′0.000″E,United States,Japan
Battle of Khalil,2013.0,NaN,NaN,MNLA,Arab Movement of Azawad
Battle of Courtrai (1794),1794.0,NaN,NaN,Republican France,Habsburg Austria
Battle of Bishapur (643–644),1794.0,NaN,NaN,Sasanian Empire,Rashidun Caliphate
Battle of Opatów (1863),,NaN,NaN,,
Battle of 'Auja,,NaN,NaN,,
Battle of the Sittang Bend,1945.0,NaN,NaN,Tunisia,Japan
Battle of Vella Lavella (land),1943.0,7°44′S,156°38′E,United States,Japan
Battle of Fort Ligonier,1758.0,40°14′27″N,79°14′16″W,Colony of Canada,British America
Battle of Paso de Cuevas,1865.0,NaN,NaN,,Paraguay
Battle of Naqra,,NaN,NaN,,
Battle of Romania,1944.0,NaN,NaN,Soviet Union,Third Reich
Battle of Ojo Caliente Canyon,1854.0,NaN,NaN,United States,Apache
Battle of Fair Garden,1864.0,NaN,NaN,Chattanooga,CSA (Confederacy)
Battle of the Wood of Ephraim,1020.0,NaN,NaN,King David,Absalom
Battle of Crooked River,1838.0,NaN,NaN,Latter Day Saint,militia
Battle of Lebanon (Tennessee),1862.0,NaN,NaN,Chattanooga,CSA (Confederacy)
Battle of Qianshuiyuan,618.0,NaN,NaN,Tang dynasty,
Battle of Nantes,1793.0,NaN,NaN,French Republic,French Royalists
Battle of Ningyuan,1626.0,NaN,NaN,Later Jin,Ming dynasty
Battle of Kollaa,1940.0,62°1′40″N,32°15′20″E,Finland,Soviet Union
Battle of Shallow Ford,1780.0,NaN,NaN,Patriot,Loyalist
Battle of Mount Dingjun,219.0,NaN,NaN,Liu Bei,Cao Cao
Battle of Peterswalde,1759.0,NaN,NaN,,Holy Roman Empire
Battle of Mogaung,2.0,25°18′0″N,96°56′0″E,United States,Japan
Battle of Bataan (1945),1945.0,NaN,NaN,,
Battle of the River Forth,1939.0,NaN,NaN,,
Battle of Mikołów,1939.0,NaN,NaN,Germany,Poland
Battle of Perecué,1867.0,NaN,NaN,Empire of Brazil,Paraguay
Battle of Guanzhong (1861),1864.0,NaN,NaN,Capt.-Gen. Dor lonare,Cmdr. Chen Decai
Battle of Babylon (636),636.0,NaN,NaN,Rashidun Caliphate,Sassanid Empire
Battle of Gotthard Pass,1799.0,46°33′22.5″N,8°34′4″E,Russia,France
Battle of Okolona,1864.0,NaN,NaN,Category,CSA (Confederacy)
Battle of Humera,2020.0,NaN,NaN,Ethiopia,Tigray Region
Battle of Depułtycze,1863.0,NaN,NaN,,Russian Empire
Battle of Mang Yang Pass,1954.0,14°0′0.000″N,108°15′0.000″E,,Việt Minh
Battle of Yad Mordechai,1948.0,NaN,NaN,Israel,Egypt
Battle of Babylon (634),634.0,NaN,NaN,Rashidun Caliphate,Sasanian Empire
Battle of Lutsk,1916.0,NaN,NaN,Austria-Hungary,Russian Empire
Battle of Skałat,1657.0,NaN,NaN,Principality of Transylvania,Crimean Khanate
Battle of Lucheng,213.0,NaN,NaN,Ma Chao,Yang Fu
Battle of Moon Sound,1917.0,58°36′4.85″N,23°26′59.92″E,Germany,Russia
Battle of Unison,1862.0,NaN,NaN,United States,CSA (Confederacy)
Battle of Sufetula (546 or 547),1862.0,NaN,NaN,Byzantine Empire,
Battle of Mondovì,1796.0,44°23′00″N,7°49′00″E,French Republic,Sardinia
Battle of Verona (249),249.0,NaN,NaN,,
Battle of Paso de Patria,1866.0,NaN,NaN,,Uruguay
Battle of the Sinai (1973),1973.0,NaN,NaN,Israel,Egypt
Battle of Bull's Ferry,1780.0,40°47′20″N,74°00′00″W,Connecticut Farms,
Battle of Cortenuova,1237.0,NaN,NaN,Holy Roman Empire,Lombard League
Battle of Cannae (1018),1018.0,41°17′47″N,16°9′6″E,Byzantine Empire,
Battle of La Rochelle,1372.0,46°09′30″N,01°13′40″W,England,Castile
Battle of Monroe's Crossroads,1865.0,NaN,NaN,Second Battle of Fort Fisher,CSA (Confederacy)
Battle of Dompaire,1944.0,48°13′21″N,6°13′23″E,France,Germany
Battle of Mount Ortigara,1917.0,46°0′36.000″N,11°31′18.998″E,Kingdom of Italy,Austria-Hungary
Battle of Culiacán,2019.0,NaN,NaN,,Sinaloa Cartel
Battle of Cerignola,1503.0,NaN,NaN,Spain,Kingdom of France
Battle of Lukaya,1979.0,NaN,NaN,Tanzania,Uganda
Battle of Maravar Pass,1985.0,34°52′14″N,71°13′00″E,Operation Storm-333,Afghan mujahideen
Battle of Tripoli (1825),1825.0,NaN,NaN,Sardinia,Tripolitania
Battle of Arles (435),435.0,43°40′37″N,4°37′41″E,Theodoric I,Flavius Aetius
Battle of Uddevalla,1677.0,NaN,NaN,Swedish Empire,Denmark-Norway
Battle of Ray (651),651.0,NaN,NaN,Rashidun Caliphate,Sasanian Empire
Battle of Meung-sur-Loire,1429.0,NaN,NaN,Kingdom of France,Kingdom of England
