longitude,latitude
2.6975000000000002,50.01555555555556
4.412222222222223,50.67805555555555
3.021111111111111,50.900277777777774
22.536944444444448,38.795833333333334
16.7625,49.128055555555555
-178.0,30.0
-77.22583333333334,39.811388888888885
141.31666666666666,24.783333333333335
44.516666666666666,48.7
-98.48611111111111,29.425555555555558
-6.2,36.25
125.35499999999999,10.370000000000001
-107.42888888888889,45.565
-77.74472222222222,39.473333333333336
13.376111111111111,52.51861111111111
-77.5225,38.815
128.0,26.5
88.25,23.8
28.9425,30.841666666666665
37.75,48.13333333333333
5.866666666666667,56.7
21.25,38.25
-73.6375,42.99888888888889
136.46166666666664,35.370555555555555
36.1,51.7
5.421944444444445,49.20805555555556
,
45.32472222222223,2.0524999999999998
13.816666666666666,41.483333333333334
12.383333333333333,51.333333333333336
-71.23083333333334,42.44944444444444
-89.99083333333333,29.9425
-94.03472222222221,36.45444444444445
76.96666666666667,29.383333333333333
3.3833333333333333,49.016666666666666
-88.34222222222222,35.13861111111111
-77.47055555555556,38.29944444444444
2.8955555555555557,50.86416666666667
37.166666666666664,36.21666666666667
127.2,40.483333333333334
13.6425,46.214444444444446
2.7738888888888886,50.379444444444445
40.309444444444445,35.336111111111116
-77.5213888888889,38.8125
,
3.6666666666666665,49.083333333333336
-85.26055555555556,34.9175
43.28972222222222,35.80027777777777
,
-86.84388888888888,40.50694444444444
20.134444444444444,53.49583333333334
-74.76472222222222,40.225833333333334
43.78333333333333,33.35
107.71666666666667,13.583333333333334
28.942777777777778,30.841388888888886
-6.423611111111112,53.723055555555554
30.116666666666667,31.333333333333332
118.58999999999999,47.73027777777778
-78.79444444444444,37.37777777777778
14.319444444444445,50.07833333333333
-84.34888888888888,33.74583333333334
-79.87472222222222,32.75222222222222
16.5025,48.213055555555556
159.89499999999998,-9.186111111111112
12.625,41.44305555555555
121.46888888888888,31.23222222222222
112.73972222222223,-7.259722222222222
20.633333333333333,54.4
-95.08027777777778,29.74888888888889
125.01222222222222,11.172222222222222
2.7941666666666665,50.458333333333336
-2.6833333333333336,42.85
27.854722222222225,59.37555555555556
2.9,50.705555555555556
18.465555555555554,-33.75611111111111
-74.67500000000001,40.330000000000005
3.29,49.073055555555555
44.32694444444445,39.08888888888889
-86.87333333333332,35.9175
71.3786111111111,34.00333333333333
34.55277777777778,49.63138888888889
31.2,30.083333333333332
76.97333333333333,29.403055555555554
30.53666666666667,-28.358055555555556
38.0,48.583333333333336
35.580000000000005,31.95
-74.32083333333333,40.256388888888885
5.543611111111111,48.88916666666667
20.098055555555554,45.92611111111111
97.13333333333334,22.833333333333332
6.362777777777778,50.70861111111111
134.25,7.0
23.3575,32.14527777777778
-75.15972222222223,40.02388888888889
12.346944444444444,45.95583333333334
20.816666666666666,52.3
-47.0,-32.0
40.7625,36.4775
38.54805555555556,35.836666666666666
-3.5833333333333335,41.15
6.0,49.0
-5.624722222222223,40.88916666666667
42.06638888888889,36.81166666666666
2.3516666666666666,48.85666666666667
10.816666666666666,45.56666666666667
-166.54222222222222,53.8875
159.81666666666666,-9.133333333333333
18.406388888888888,43.85333333333333
42.573055555555555,40.338055555555556
,
10.485833333333332,48.80555555555555
-8.404722222222222,43.36277777777778
,
-2.2208333333333337,52.18861111111111
-87.8561111111111,36.49305555555556
-75.79944444444445,20.020833333333332
-76.57972222222222,39.263333333333335
40.953611111111115,34.46027777777778
15.520277777777778,48.38722222222222
28.2,59.38333333333333
-2.0075,48.64805555555556
41.21666666666667,37.05
4.767222222222222,49.08027777777778
-9.316666666666666,39.175
34.88305555555556,32.4
41.39888888888889,36.75861111111111
-81.85638888888889,37.862500000000004
-81.85638888888889,37.862500000000004
39.016666666666666,35.95
-78.01277777777777,33.885555555555555
37.233333333333334,34.233333333333334
-8.333333333333334,40.333333333333336
9.165000000000001,45.1975
-6.816666666666666,40.583333333333336
107.17472222222223,16.253055555555555
38.29972222222222,36.587500000000006
11.277500000000002,45.35722222222223
18.933333333333334,42.36666666666667
35.2275,31.77638888888889
12.572777777777777,55.67944444444444
76.92611111111111,29.39472222222222
38.29972222222222,36.587500000000006
-61.6,15.783333333333333
38.21666666666667,49.05
4.453333333333333,50.57138888888889
-82.825,41.66222222222222
70.21666666666667,34.11666666666667
70.98333333333333,20.716666666666665
11.998055555555554,48.15972222222222
38.973333333333336,14.01888888888889
21.340277777777775,41.032777777777774
-73.42916666666667,5.45
-75.53916666666666,36.9675
3.95,50.45
16.01972222222222,48.61416666666667
-73.78333333333333,41.03333333333333
,
3.6,49.4
,
3.888611111111111,50.45583333333334
-1.2541666666666667,53.96222222222222
12.183333333333334,51.21666666666667
77.23333333333333,8.166666666666666
33.591944444444444,44.585
3.6205555555555557,49.56583333333333
-3.8,38.1
30.2075,50.590833333333336
9.209999999999999,45.518055555555556
71.32888888888888,35.42305555555555
32.03333333333333,54.766666666666666
2.895277777777778,50.7625
,
,
19.939722222222223,42.640277777777776
-89.46000000000001,29.3575
3.236666666666667,49.961666666666666
-70.68388888888889,-32.99305555555556
2.7775,50.585
,46.544444444444444
107.19111111111111,
106.19527777777778,10.438333333333334
127.27277777777778,36.474722222222226
-9.18361111111111,39.31361111111111
9.0,47.85
37.00277777777778,55.17722222222222
7.454166666666667,50.45333333333333
2.830833333333333,42.52472222222222
33.60194444444445,44.53527777777778
17.183333333333334,44.766666666666666
-73.30444444444444,42.93861111111111
49.78333333333333,40.45
47.74055555555556,40.653055555555554
-4.833333333333333,39.96666666666667
-1.7186111111111113,43.33777777777778
94.10027777777778,25.66638888888889
107.33333333333333,16.116666666666667
-79.09555555555555,43.08916666666667
-79.58722222222222,39.814166666666665
12.083333333333334,49.016666666666666
17.346944444444443,44.96083333333333
36.458333333333336,55.02166666666667
-90.52777777777777,32.333333333333336
2.888611111111111,48.60777777777778
-6.816666666666666,38.71666666666667
3.2355555555555555,50.17666666666666
-5.9061111111111115,54.59916666666667
-1.6133333333333335,43.04666666666667
10.56638888888889,45.367222222222225
49.28333333333333,-12.266666666666667
13.93888888888889,50.697222222222216
-3.021111111111111,55.930277777777775
7.845,44.805
,
-0.7666666666666667,43.483333333333334
19.583333333333332,42.96666666666667
3.5444444444444443,50.10416666666667
9.929444444444444,49.79333333333333
11.083333333333334,45.93333333333333
88.38333333333334,22.9
-6.98,38.894999999999996
-1.6691666666666665,43.3875
17.662777777777777,47.64416666666666
107.67805555555556,16.1175
22.0,35.35
22.221944444444443,45.421388888888885
-73.96361111111112,40.81194444444444
26.290000000000003,38.330000000000005
77.54305555555555,27.03527777777778
36.800555555555555,35.86361111111111
97.17750000000001,31.13722222222222
156.31666666666666,50.733333333333334
73.85111111111111,18.56388888888889
8.55,47.36666666666667
127.01944444444445,38.24138888888889
64.36916666666666,31.583055555555557
11.733333333333333,45.766666666666666
19.760833333333334,44.72916666666667
19.222499999999997,44.55027777777777
,
-1.761388888888889,43.32777777777778
-91.34527777777777,34.016666666666666
20.67666666666667,42.384166666666665
43.3,33.41611111111111
68.86805555555554,36.728611111111114
4.098333333333333,48.75
19.87611111111111,42.65694444444444
10.992222222222221,45.36416666666667
,
,
22.42888888888889,38.67111111111111
106.31611111111111,10.91388888888889
30.333333333333332,53.9
107.94805555555556,15.851944444444444
8.916944444444443,50.13305555555556
33.64722222222222,44.55722222222222
4.6,50.71666666666667
106.96666666666667,16.733333333333334
-76.66583333333334,37.26416666666667
33.66888888888889,44.83111111111111
126.93916666666667,37.942499999999995
-8.580277777777777,41.02833333333333
43.3,33.41611111111111
62.11944444444445,32.343611111111116
-77.25083333333333,37.4125
8.55,47.36666666666667
13.29111111111111,43.21361111111111
20.92638888888889,52.15888888888889
20.583333333333332,54.11666666666667
11.516666666666667,49.21666666666667
22.753888888888888,38.70805555555556
-4.993611111111111,41.89416666666666
-85.25694444444444,35.03
-89.47083333333333,36.45888888888889
6.083333333333333,50.77638888888889
-78.22805555555556,37.30555555555555
-76.9375,38.93666666666666
10.484444444444444,45.461111111111116
75.88694444444445,20.23611111111111
7.741666666666667,48.635555555555555
16.366666666666667,38.85
-4.1,42.15
11.05,45.88333333333333
2.9419444444444447,50.827222222222225
77.29166666666667,28.6125
-1.6188888888888888,42.87583333333333
3.1166666666666667,50.28333333333333
16.683333333333334,41.11666666666667
-7.4719444444444445,38.763888888888886
21.82638888888889,42.22694444444445
16.099166666666665,51.10472222222222
30.066666666666666,54.6
,
-81.705,42.69416666666666
2.7383333333333333,51.155833333333334
12.150833333333333,48.53972222222222
-71.20222222222222,46.815
1.443888888888889,43.60444444444445
,
28.8,55.483333333333334
30.790277777777778,50.51138888888889
14.866666666666667,48.11666666666667
-6.171666666666667,38.345
32.64805555555556,30.991944444444446
-3.183333333333333,43.18333333333333
,
-78.1325,39.19555555555555
32.04527777777778,54.782777777777774
70.8875,33.55416666666667
27.633333333333333,47.31666666666667
6.283055555555555,50.895833333333336
23.7,37.93333333333333
13.716666666666667,51.85
,
12.016666666666667,48.88333333333333
13.833333333333334,41.5
24.2,56.6
13.3,52.35
-1.5080555555555555,46.939722222222215
-84.93861111111111,34.581388888888895
26.466666666666665,53.45
32.24111111111111,54.823055555555555
16.564444444444444,48.29944444444444
2.5861111111111112,50.98027777777778
4.520555555555555,48.391666666666666
-5.4325,40.86027777777778
4.141944444444444,48.53805555555555
,
-3.6680555555555556,42.35583333333334
,
106.96666666666667,11.066666666666666
19.102500000000003,44.384166666666665
,
-1.4675,43.50361111111111
,
125.88333333333334,39.7
4.533333333333333,50.483333333333334
11.366944444444444,50.65
,
10.835,53.153055555555554
107.18333333333334,16.9
-1.06,43.343333333333334
,
48.5,28.416666666666668
15.018333333333334,47.33861111111111
73.64111111111112,18.748611111111114
30.383333333333333,54.5
20.142222222222223,39.586666666666666
127.05277777777778,37.184999999999995
106.37388888888889,10.236388888888888
6.205,52.1475
,
43.766666666666666,33.36666666666667
29.25,54.75
106.66805555555555,16.6
-83.37833333333333,41.91361111111111
,
106.99666666666667,11.850833333333332
107.25888888888889,10.55388888888889
21.583333333333332,53.083333333333336
-2.7175000000000002,43.21944444444445
18.67138888888889,54.4075
5.666666666666667,50.25
2.75,50.5
28.25,72.51666666666667
29.166666666666668,30.666666666666668
-0.9919444444444444,41.55222222222222
-94.18444444444445,36.88361111111111
3.3447222222222224,50.64388888888889
3.616388888888889,48.88111111111111
,
72.61666666666666,21.166666666666668
-7.382777777777777,48.56027777777778
25.093055555555555,-28.982499999999998
-8.994444444444444,37.025
121.7,38.4
8.790555555555555,44.76166666666666
-8.416666666666666,40.2
73.83333333333333,32.31666666666667
22.498611111111114,37.38777777777778
-8.563611111111111,36.81805555555556
-3.8666666666666667,39.733333333333334
,
2.27,48.823888888888895
-9.271111111111113,42.89416666666666
,
12.066666666666666,47.483333333333334
107.28333333333333,10.65
34.95,50.19166666666666
-81.775,39.0025
-6.1,40.666666666666664
,
73.82555555555555,20.973888888888887
-78.30388888888889,39.020833333333336
-1.2494444444444446,49.305
106.96666666666667,16.733333333333334
10.879444444444445,44.78444444444444
-77.91805555555555,33.97138888888889
-3.8833333333333333,39.56666666666667
-3.5,39.95
-5.95,38.96666666666667
-79.02472222222222,43.05222222222222
-73.81361111111111,-36.98361111111111
79.63333333333334,27.366666666666667
16.7525,51.15222222222222
9.6,45.05
18.033333333333335,44.43333333333333
,
107.94805555555556,15.851944444444444
0.47500000000000003,41.163888888888884
34.95,50.19166666666666
37.766666666666666,48.125
-5.029166666666667,42.37083333333334
-74.03527777777778,45.309999999999995
10.496666666666666,52.28611111111111
2.723055555555556,51.15277777777778
-82.11833333333333,34.459722222222226
7.946944444444445,49.038333333333334
15.433333333333334,47.06666666666667
14.57,51.14861111111111
8.865833333333333,38.427499999999995
-3.8119444444444444,57.57638888888889
9.383333333333333,47.95
-96.68805555555556,19.42888888888889
9.018333333333334,50.04888888888889
-75.36944444444444,43.17722222222222
-4.646388888888889,41.733333333333334
3.6283333333333334,49.90083333333333
19.366666666666667,52.233333333333334
30.712777777777777,31.0275
127.53,37.876666666666665
8.7425,35.25972222222222
24.366388888888892,52.21611111111111
-0.6666666666666666,38.6
30.166666666666668,55.18333333333333
-2.1075,49.1825
43.94611111111111,40.093333333333334
-5.317222222222222,57.16638888888889
20.866666666666667,52.81666666666667
126.92083333333333,38.135
-73.3875,43.84166666666667
106.2,11.483333333333333
5.05,50.766666666666666
-77.23805555555556,37.437777777777775
107.89611111111111,14.381944444444445
21.1,52.71666666666667
106.61694444444444,11.195
10.097777777777779,48.45166666666667
12.5,45.96666666666667
4.716666666666667,48.266666666666666
24.05,56.43333333333333
12.216666666666667,45.833333333333336
4.5441666666666665,49.18444444444444
-5.674166666666667,42.003055555555555
3.391111111111111,50.24111111111111
21.906666666666666,48.93583333333333
-3.8666666666666667,40.46666666666667
160.04888888888888,-9.4475
-6.591111111111111,54.084722222222226
34.93,55.6575
38.07416666666667,48.69083333333333
,
107.23916666666666,10.923333333333332
15.625277777777779,58.41583333333333
3.6,50.85
2.736111111111111,50.54388888888889
2.8525,42.755
23.2,39.05
30.066666666666666,31.316666666666666
148.36666666666667,-8.65
2.9508333333333336,48.38527777777778
-84.25944444444444,37.68472222222222
12.683333333333334,53.516666666666666
-79.8711111111111,32.730000000000004
108.00777777777778,14.35611111111111
-3.8138888888888887,55.98694444444445
10.686388888888889,53.86972222222222
-77.88,38.5075
17.333333333333332,37.666666666666664
11.816666666666666,50.583333333333336
-0.36666666666666664,39.46666666666667
-75.53861111111111,10.385277777777777
106.26611111111112,11.493055555555555
34.019999999999996,30.89
23.2,39.05
,
31.933333333333334,30.666666666666668
6.716666666666667,48.8
10.983333333333333,45.43333333333333
4.034722222222222,49.26277777777778
7.7636111111111115,49.47027777777778
22.029999999999998,40.04
12.5,48.36666666666667
,
,
3.4808333333333334,48.895833333333336
-77.52777777777777,39.12833333333333
14.290555555555555,48.30305555555555
-102.18555555555555,39.87166666666667
9.033333333333333,34.85
16.1,48.56666666666667
-3.415833333333333,56.04805555555556
-1.0833333333333333,49.11666666666667
19.2,41.916666666666664
4.2,52.75
2.9274999999999998,50.39194444444444
34.235,31.265
-3.026111111111111,55.01111111111111
21.547222222222224,40.23305555555556
120.96666666666667,14.583333333333334
20.4,53.983333333333334
27.225277777777777,41.734722222222224
120.50694444444444,26.378055555555555
16.188055555555557,51.225
-8.633333333333333,40.05
-78.06666666666666,38.4
18.718055555555555,47.799166666666665
4.133333333333334,51.46666666666667
-4.4175,57.9175
1.7802777777777776,41.580000000000005
-1.3402777777777777,51.382222222222225
-90.59694444444445,34.52611111111111
10.116666666666667,33.88333333333333
-2.1166666666666667,57.15
44.90277777777778,41.609722222222224
19.933333333333334,53.916666666666664
-76.785,37.235
80.4,9.516666666666667
,
,
14.612777777777778,52.35305555555556
-90.84777777777778,32.40555555555555
-94.44111111111111,39.08555555555556
-91.02277777777778,31.95583333333333
66.08472222222221,32.85277777777778
-77.71666666666667,39.63333333333333
41.053888888888885,34.22
13.578333333333333,46.505
26.21611111111111,40.07805555555556
-78.67055555555557,38.661944444444444
5.4638888888888895,54.55777777777777
-5.987222222222222,54.594722222222224
-0.3625,49.18611111111111
42.986111111111114,41.638888888888886
-95.13055555555555,38.76166666666666
68.86805555555554,36.728611111111114
123.95694444444445,41.88111111111111
4.433333333333334,50.4
43.78388888888889,35.884166666666665
-0.26666666666666666,39.68333333333333
-73.68333333333334,5.15
-73.38805555555557,43.84138888888889
-94.53083333333333,39.022777777777776
,
135.76805555555558,35.01166666666666
-73.68333333333334,5.15
,
10.981944444444444,45.071111111111115
-8.5,55.3
-73.68333333333334,5.15
2.8941666666666666,50.27055555555555
8.75,47.5
127.05222222222221,38.25333333333333
8.066666666666666,54.166666666666664
76.82805555555555,34.845
2.75,50.5
16.798611111111114,45.189166666666665
-7.3,36.3
-72.07944444444443,41.353611111111114
-85.34194444444444,35.01694444444444
,
-6.35,32.333333333333336
-90.2,32.2875
3.4333333333333336,50.85
84.8,25.8
28.463055555555556,41.141666666666666
68.86805555555554,36.728611111111114
,
-84.20027777777779,37.261944444444445
-2.801111111111111,51.04194444444444
3.021111111111111,50.900277777777774
6.016666666666667,49.15
-91.21805555555555,43.45916666666667
,
28.123055555555556,45.245555555555555
-1.2633333333333334,49.67111111111111
,
31.333333333333332,30.166666666666668
13.416666666666666,11.25
127.15,38.29
2.7447222222222223,50.57194444444445
,
25.27472222222222,57.31305555555555
-3.4891666666666667,57.33166666666667
24.7,-28.966666666666665
-73.13861111111112,43.695277777777775
7.733333333333333,48.93888888888888
-107.01138888888889,33.63333333333333
-71.46694444444445,41.35
30.06833333333333,31.310555555555556
21.416666666666668,40.416666666666664
-74.30083333333333,4.3075
87.28388888888888,21.973055555555554
-77.37805555555555,37.221111111111114
107.71805555555555,16.3
-1.1916666666666667,46.0
-92.84222222222222,39.23777777777778
,
